file,scenario,sentence
000696,calendar,where am i supposed to be wednesday from two to eleven
000697,calendar,i would ask it to play the beep sound continuously
000698,calendar,give me the address of my hairdresser for the meeting today
000699,calendar,give me the address of my hairdresser for the meeting today
000700,calendar,can you set a reminder for wednesday at one pm for my meeting
000701,calendar,can you set a reminder for wednesday at one pm for my meeting
000702,calendar,can you set a reminder for wednesday at one pm for my meeting
000703,calendar,remove events
000704,calendar,can you add to my calendar an event for next friday
000705,calendar,can you add to my calendar an event for next friday
000706,calendar,remove calendar events for this week
000707,calendar,set a reminder to go to movies with ron on march twenty seven
000708,calendar,i have a meeting by two pm today please remind me
000709,calendar,i have a meeting by two pm today please remind me
000710,calendar,i have a meeting by two pm today please remind me
000711,calendar,i have a meeting by two pm today please remind me
000712,calendar,set a meeting for tomorrow
000713,calendar,set a meeting for tomorrow
000714,calendar,when is the next appointment
000715,calendar,when is the next appointment
000716,calendar,when is the next appointment
000717,calendar,remind me at the start of each month
000718,calendar,remind me at the start of each month
000719,calendar,set a notification for fifth march that i have a doctor's appointment at ten am
000720,calendar,do i have class on monday
000721,calendar,remove the event from monday
000722,calendar,update my calendar and delete next event
000723,calendar,update my calendar and delete next event
000724,calendar,what's next in my calendar
000725,calendar,create calendar event with my son
000726,calendar,create calendar event with my son
000727,calendar,today is holiday
000728,calendar,today is holiday
000729,calendar,cancels lunch at the restaurant booked for march twenty five
000730,calendar,remind me a week before my credit card payment is due
000731,calendar,remind me to go grocery shopping today
000732,calendar,remind me to go grocery shopping today
000733,calendar,can you notify the event in my calendar
000734,calendar,i don't want to attend the dinner on march first any more so could you remove it from my agenda
000735,calendar,i don't want to attend the dinner on march first any more so could you remove it from my agenda
000736,calendar,i don't want to attend the dinner on march first any more so could you remove it from my agenda
000737,calendar,what is on my schedule for nine to eleven am tomorrow
000738,calendar,what is on my schedule for nine to eleven am tomorrow
000739,calendar,mark dad's retirement dinner for april fourth
000740,calendar,mark dad's retirement dinner for april fourth
000741,calendar,mark dad's retirement dinner for april fourth
000742,calendar,cancel dentist appointment for this week
000743,calendar,schedule a meeting with brian billings for two thirty pm on friday
000744,calendar,schedule a meeting with brian billings for two thirty pm on friday
000745,calendar,should i go to the market day after tomorrow
000746,calendar,should i go to the market day after tomorrow
000747,calendar,should i go to the market day after tomorrow
000748,calendar,should i go to the market day after tomorrow
000749,calendar,should i go to the market day after tomorrow
000750,calendar,thursday at two pm i must meet with mr forman please mark the calendar
000751,calendar,please clear my calendar of all events
000752,calendar,tell me when my moms birthday is
000753,calendar,set a reminder for gymnastics every wednesday at three
000754,calendar,please mark my calendar for therapy every tuesday at eleven am
000755,calendar,please mark my calendar for therapy every tuesday at eleven am
000756,calendar,please mark my calendar for therapy every tuesday at eleven am
000757,calendar,please mark my calendar for therapy every tuesday at eleven am
000758,calendar,book my next free day in the calendar for me to get a haircut at sally's
000759,calendar,book my next free day in the calendar for me to get a haircut at sally's
000760,calendar,remind me tomorrow at four about an event
000761,calendar,remind me tomorrow at four about an event
000762,calendar,i have a dentist appointment on monday morning true or false
000763,calendar,add sally's birthday to calendar for saturday at ten pm
000764,calendar,add sally's birthday to calendar for saturday at ten pm
000765,calendar,add sally's birthday to calendar for saturday at ten pm
000766,calendar,set alarm reminder for calendar
